16, 200, PA4-E-Debug-SampleReadingsTest.txt 0
  -13.81,   -21.73,   125.26
   31.93,    18.38,    71.50
   -9.08,    32.92,   117.64
   79.68,     3.48,   101.57
   69.25,   -31.51,    54.95
   39.14,    32.13,    50.40
   -8.22,   -22.42,   -77.21
   12.80,    12.38,   -39.53
   23.34,    11.70,   -98.62
   10.54,     1.23,   -56.17
   27.56,    27.51,   -85.64
  -32.60,    24.09,   -80.51
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -78.84,   -64.35,    84.17
  -32.92,   -24.08,    30.60
  -74.04,    -9.46,    76.63
   14.71,   -38.98,    60.59
    4.34,   -73.88,    14.03
  -25.77,   -10.27,     9.39
  -11.33,   -24.53,   -81.10
    9.89,    10.15,   -43.26
   20.25,     9.58,  -102.31
    7.61,    -0.87,   -60.00
   24.65,    25.33,   -89.36
  -35.74,    22.23,   -84.08
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -58.58,   -58.19,   114.54
  -12.67,   -18.05,    60.82
  -53.83,    -3.48,   106.98
   34.95,   -33.12,    90.86
   24.51,   -67.83,    44.35
   -5.49,    -4.18,    39.68
   -3.90,   -22.94,   -80.58
   17.79,    12.17,   -43.47
   27.67,    10.67,  -102.56
   15.11,     0.80,   -60.03
   32.18,    26.51,   -89.91
  -28.12,    23.99,   -84.10
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -63.63,   -61.66,    85.69
  -17.74,   -21.38,    31.96
  -58.95,    -6.90,    77.97
   29.82,   -36.34,    61.97
   19.39,   -71.32,    15.40
  -10.68,    -7.68,    10.86
   -6.23,   -22.54,   -79.04
   14.50,    12.59,   -41.62
   24.80,    11.66,  -100.54
   12.32,     1.20,   -58.15
   28.99,    27.50,   -87.91
  -31.29,    23.81,   -82.37
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -30.46,   -16.78,   174.17
   15.49,    23.29,   120.49
  -25.63,    38.05,   166.50
   63.15,     8.49,   150.67
   52.79,   -26.50,   104.02
   22.65,    37.28,    99.32
   -4.21,   -22.49,   -80.45
   17.04,    12.16,   -42.86
   27.32,    11.59,  -101.83
   14.72,     1.09,   -59.59
   31.69,    27.23,   -88.89
  -28.60,    24.16,   -83.58
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -53.94,   -38.77,   152.89
   -8.04,     1.34,    99.12
  -49.37,    15.99,   145.31
   39.53,   -13.64,   129.33
   29.14,   -48.36,    82.60
   -1.12,    15.30,    78.09
   -6.06,   -22.12,   -80.96
   15.52,    12.91,   -43.65
   25.13,    11.77,  -102.82
   12.91,     1.49,   -60.32
   29.66,    27.65,   -90.12
  -30.51,    24.64,   -84.20
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
