16, 15, PA3-C-Debug-SampleReadingsTest.txt 0
  -60.05,   -28.70,   116.57
  -14.19,    11.42,    62.91
  -55.35,    26.03,   108.94
   33.42,    -3.51,    92.96
   23.04,   -38.40,    46.36
   -7.08,    25.26,    41.78
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -60.81,   -26.59,    95.08
  -14.95,    13.54,    41.42
  -56.11,    28.15,    87.45
   32.66,    -1.39,    71.46
   22.28,   -36.28,    24.87
   -7.84,    27.37,    20.29
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -11.37,   -37.19,   131.22
   34.49,     2.94,    77.55
   -6.67,    17.55,   123.59
   82.10,   -11.99,   107.60
   71.72,   -46.88,    61.00
   41.60,    16.77,    56.43
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -77.34,   -32.77,   113.37
  -31.48,     7.36,    59.70
  -72.64,    21.97,   105.74
   16.13,    -7.57,    89.75
    5.75,   -42.46,    43.15
  -24.37,    21.19,    38.58
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -80.69,   -50.37,   119.43
  -34.82,   -10.25,    65.76
  -75.99,     4.36,   111.79
   12.78,   -25.17,    95.81
    2.41,   -60.07,    49.21
  -27.72,     3.59,    44.63
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -25.36,   -50.69,   112.80
   20.51,   -10.57,    59.13
  -20.65,     4.04,   105.16
   68.11,   -25.49,    89.18
   57.74,   -60.39,    42.58
   27.61,     3.27,    38.00
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -31.02,   -39.72,   183.52
   14.84,     0.41,   129.86
  -26.32,    15.02,   175.89
   62.45,   -14.52,   159.90
   52.08,   -49.41,   113.31
   21.95,    14.24,   108.73
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -60.77,   -27.81,   145.47
  -14.91,    12.31,    91.81
  -56.07,    26.92,   137.84
   32.70,    -2.62,   121.86
   22.33,   -37.51,    75.26
   -7.80,    26.15,    70.68
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -49.12,   -40.67,   189.92
   -3.25,    -0.55,   136.25
  -44.42,    14.06,   182.29
   44.35,   -15.48,   166.30
   33.98,   -50.37,   119.70
    3.85,    13.29,   115.13
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
